2025-01-27 11:59:44.316 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-01-27 11:59:44.317 | INFO     | __main__:<module>:68 - Project root: /Users/melissastonerogers/Documents/streamingdata/buzzline-03-stonerogers
2025-01-27 11:59:44.317 | INFO     | __main__:<module>:72 - Data folder: /Users/melissastonerogers/Documents/streamingdata/buzzline-03-stonerogers/data
2025-01-27 11:59:44.317 | INFO     | __main__:<module>:76 - Data file: /Users/melissastonerogers/Documents/streamingdata/buzzline-03-stonerogers/data/buzz.json
2025-01-27 11:59:44.317 | INFO     | __main__:main:136 - START producer.
2025-01-27 11:59:44.317 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-27 11:59:44.320 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-27 11:59:44.320 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-27 11:59:44.654 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'lIZHBn4MS_OBdRY98GSChA', 'controller_id': 0}
2025-01-27 11:59:44.655 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-01-27 11:59:44.655 | INFO     | __main__:get_message_interval:57 - Message interval: 1 seconds
2025-01-27 11:59:44.655 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-27 11:59:44.655 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-27 11:59:44.762 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-27 11:59:44.763 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-27 11:59:45.097 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-01-27 11:59:45.186 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-01-27 11:59:45.186 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-27 11:59:45.186 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-01-27 11:59:45.187 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: /Users/melissastonerogers/Documents/streamingdata/buzzline-03-stonerogers/data/buzz.json
2025-01-27 11:59:45.187 | INFO     | __main__:generate_messages:97 - Reading data from file: /Users/melissastonerogers/Documents/streamingdata/buzzline-03-stonerogers/data/buzz.json
2025-01-27 11:59:45.242 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-01-27 11:59:46.247 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-01-27 11:59:47.254 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
2025-01-27 11:59:48.262 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-01-27 11:59:49.266 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-01-27 11:59:50.273 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-01-27 11:59:51.279 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Hello, Kafka world!', 'author': 'Diana'}
2025-01-27 11:59:52.286 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-01-27 11:59:53.289 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-01-27 11:59:54.295 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-01-27 11:59:55.302 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-01-27 11:59:56.307 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Diana'}
2025-01-27 11:59:57.313 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Charlie'}
2025-01-27 11:59:58.320 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Bob'}
2025-01-27 11:59:59.324 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Bob'}
2025-01-27 12:00:00.330 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-01-27 12:00:01.334 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Eve'}
2025-01-27 12:00:02.339 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-01-27 12:00:03.346 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Alice'}
2025-01-27 12:00:03.811 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-01-27 12:00:03.812 | INFO     | __main__:main:124 - START consumer.
2025-01-27 12:00:03.812 | INFO     | __main__:get_kafka_topic:46 - Kafka topic: buzzline_json
2025-01-27 12:00:03.812 | INFO     | __main__:get_kafka_consumer_group_id:53 - Kafka consumer group id: buzz_group
2025-01-27 12:00:03.812 | INFO     | __main__:main:129 - Consumer: Topic 'buzzline_json' and group 'buzz_group'...
2025-01-27 12:00:03.812 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-27 12:00:03.812 | INFO     | utils.utils_consumer:create_kafka_consumer:44 - Creating Kafka consumer. Topic='buzzline_json' and group ID='buzz_group'.
2025-01-27 12:00:03.919 | INFO     | utils.utils_consumer:create_kafka_consumer:59 - Kafka consumer created successfully.
2025-01-27 12:00:03.919 | INFO     | __main__:main:135 - Polling messages from topic 'buzzline_json'...
2025-01-27 12:00:04.142 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-01-27 12:00:04.142 | INFO     | __main__:process_message:95 - Message received from author: Eve
2025-01-27 12:00:04.142 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1}
2025-01-27 12:00:04.142 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-01-27 12:00:04.142 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-01-27 12:00:04.142 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1, 'Alice': 1}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Have a great day!', 'author': 'Charlie'}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:95 - Message received from author: Charlie
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1, 'Alice': 1, 'Charlie': 1}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1, 'Alice': 2, 'Charlie': 1}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1, 'Alice': 2, 'Charlie': 1, 'Diana': 1}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1, 'Alice': 3, 'Charlie': 1, 'Diana': 1}
2025-01-27 12:00:04.143 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Hello, Kafka world!', 'author': 'Diana'}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 1, 'Alice': 3, 'Charlie': 1, 'Diana': 2}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:95 - Message received from author: Eve
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 2, 'Alice': 3, 'Charlie': 1, 'Diana': 2}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:95 - Message received from author: Eve
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 3, 'Alice': 3, 'Charlie': 1, 'Diana': 2}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:95 - Message received from author: Alice
2025-01-27 12:00:04.144 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 3, 'Alice': 4, 'Charlie': 1, 'Diana': 2}
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 3, 'Alice': 4, 'Charlie': 1, 'Diana': 3}
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Diana'}
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:95 - Message received from author: Diana
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:101 - Updated author counts: {'Eve': 3, 'Alice': 4, 'Charlie': 1, 'Diana': 4}
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:89 - Processed JSON message: {'message': 'Kafka is awesome.', 'author': 'Charlie'}
2025-01-27 12:00:04.145 | INFO     | __main__:process_message:95 - Message received from author: Charlie
